Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides UV control-1	Peptides UV-control-2	Peptides UV-control-3	Peptides UV-test-1	Peptides UV-test-2	Razor + unique peptides UV control-1	Razor + unique peptides UV-control-2	Razor + unique peptides UV-control-3	Razor + unique peptides UV-test-1	Razor + unique peptides UV-test-2	Unique peptides UV control-1	Unique peptides UV-control-2	Unique peptides UV-control-3	Unique peptides UV-test-1	Unique peptides UV-test-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type UV control-1	Identification type UV-control-2	Identification type UV-control-3	Identification type UV-test-1	Identification type UV-test-2	Sequence coverage UV control-1 [%]	Sequence coverage UV-control-2 [%]	Sequence coverage UV-control-3 [%]	Sequence coverage UV-test-1 [%]	Sequence coverage UV-test-2 [%]	Intensity	Intensity UV control-1	Intensity UV-control-2	Intensity UV-control-3	Intensity UV-test-1	Intensity UV-test-2	LFQ intensity UV control-1	LFQ intensity UV-control-2	LFQ intensity UV-control-3	LFQ intensity UV-test-1	LFQ intensity UV-test-2	MS/MS count UV control-1	MS/MS count UV-control-2	MS/MS count UV-control-3	MS/MS count UV-test-1	MS/MS count UV-test-2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
ENSMODG00000018752|ENSMODT00000023793	ENSMODG00000018752|ENSMODT00000023793	5	5	5	ENSMODG00000018752|ENSMODT00000023793	1	5	5	5	0	4	5	0	0	0	4	5	0	0	0	4	5	0	0	42	42	42	19.907	174	174	0	60.526		By MS/MS	By MS/MS			0	37.4	42	0	0	27984000	0	22016000	5968900	0	0	0	323470	82078	0	0	0	4	5	0	0	9				251	30;465;549;922;949	True;True;True;True;True	30;31;503;588;980;981;1011	74;75;76;77;1325;1326;1528;1529;2538;2539;2540;2602	53;54;867;1013;1014;1694;1695;1696;1741	54;867;1014;1695;1741	130;131	17;50

ENSMODG00000028272|ENSMODT00000023804;ENSMODG00000023584|ENSMODT00000032123;ENSMODG00000018761|ENSMODT00000023805	ENSMODG00000028272|ENSMODT00000023804;ENSMODG00000023584|ENSMODT00000032123;ENSMODG00000018761|ENSMODT00000023805	15;15;15	15;15;15	2;2;2	ENSMODG00000028272|ENSMODT00000023804;ENSMODG00000023584|ENSMODT00000032123;ENSMODG00000018761|ENSMODT00000023805	3	15	15	2	9	8	6	12	13	9	8	6	12	13	1	2	2	2	2	73	73	7.9	13.92	126	126;126;126	0	132.04	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	60.3	50	41.3	67.5	68.3	1341200000	1483400	940020000	301620000	57613000	40437000	631820	15420000	6553100	3266300	3564000	2	12	6	13	14	47				252	99;150;329;330;373;551;552;553;587;588;692;820;1064;1228;1400	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	103;104;105;160;355;356;401;590;591;592;628;629;741;870;1131;1303;1488	283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;469;470;960;961;962;963;964;965;966;967;968;1079;1080;1081;1082;1532;1533;1534;1535;1536;1537;1538;1539;1540;1541;1622;1623;1624;1625;1923;1924;1925;1926;1927;1928;2309;2310;2311;2312;2313;2889;2890;2891;2892;2893;2894;2895;2896;3341;3800;3801;3802;3803	184;185;186;187;188;189;190;191;192;193;194;195;304;626;627;628;629;630;698;699;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1076;1077;1078;1291;1292;1293;1536;1537;1538;1921;1922;1923;2214;2501;2502;2503	189;304;626;630;699;1016;1021;1024;1077;1078;1292;1538;1921;2214;2503	132;133	60;63

ENSMODG00000023584|ENSMODT00000032124;ENSMODG00000018761|ENSMODT00000030517	ENSMODG00000023584|ENSMODT00000032124;ENSMODG00000018761|ENSMODT00000030517	11;11	1;1	1;1	ENSMODG00000023584|ENSMODT00000032124;ENSMODG00000018761|ENSMODT00000030517	2	11	1	1	6	4	3	7	8	0	1	1	0	0	0	1	1	0	0	98.5	19.4	19.4	7.3954	67	67;67	0	30.283	By matching	By MS/MS	By MS/MS	By matching	By matching	59.7	55.2	43.3	68.7	70.1	1392200	0	938560	453600	0	0	0	0	9918.2	0	0	0	1	1	0	0	2				253	150;329;330;490;551;552;553;587;588;820;1228	False;False;False;True;False;False;False;False;False;False;False	160;355;356;529;590;591;592;628;629;870;1303	469;470;960;961;962;963;964;965;966;967;968;1395;1396;1532;1533;1534;1535;1536;1537;1538;1539;1540;1541;1622;1623;1624;1625;2309;2310;2311;2312;2313;3341	304;626;627;628;629;630;918;919;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1076;1077;1078;1536;1537;1538;2214	304;626;630;919;1016;1021;1024;1077;1078;1538;2214		

ENSMODG00000018764|ENSMODT00000010342	ENSMODG00000018764|ENSMODT00000010342	6	6	0	ENSMODG00000018764|ENSMODT00000010342	1	6	6	0	3	4	4	3	3	3	4	4	3	3	0	0	0	0	0	43.7	43.7	0	14.462	135	135	0	82.513	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	14.1	34.1	34.1	19.3	14.1	865030000	1812300	624490000	175900000	54416000	8400700	993260	10889000	4757900	1895500	1138100	0	7	5	4	2	18				254	62;572;818;822;936;1219	True;True;True;True;True;True	63;611;868;872;998;1293	163;164;165;166;167;1577;1578;1579;1580;1581;1582;1583;2304;2305;2306;2307;2315;2576;2577;3320;3321	110;111;112;113;114;115;1049;1050;1051;1531;1532;1533;1534;1540;1721;1722;1723;2198	114;1051;1534;1540;1722;2198		

ENSMODG00000018920|ENSMODT00000024026	ENSMODG00000018920|ENSMODT00000024026	2	2	2	ENSMODG00000018920|ENSMODT00000024026	1	2	2	2	0	2	2	0	0	0	2	2	0	0	0	2	2	0	0	28.1	28.1	28.1	12.982	114	114	0	46.692		By MS/MS	By MS/MS			0	28.1	28.1	0	0	3299300	0	2088700	1210600	0	0	0	28287	26482	0	0	0	2	2	0	0	4				255	168;415	True;True	178;449	513;514;1182;1183	334;335;768;769	334;769		

ENSMODG00000019123|ENSMODT00000024290	ENSMODG00000019123|ENSMODT00000024290	7	6	6	ENSMODG00000019123|ENSMODT00000024290	1	7	6	6	0	5	7	1	2	0	4	6	0	1	0	4	6	0	1	27	23.8	23.8	47.967	445	445	0	65.248		By MS/MS	By MS/MS	By matching	By matching	0	18.7	27	3.1	4.9	29988000	0	1221600	28699000	0	67228	0	26091	613100	0	0	0	1	8	0	0	9				256	316;372;448;993;1057;1128;1253	True;True;False;True;True;True;True	342;400;483;1059;1124;1200;1201;1331	924;925;926;1078;1274;1275;1276;1277;2698;2699;2873;3070;3071;3072;3073;3404;3405	607;697;827;828;829;830;1812;1913;2044;2045;2046;2047;2258	607;697;829;1812;1913;2045;2258	134	366

ENSMODG00000019150|ENSMODT00000024324	ENSMODG00000019150|ENSMODT00000024324	1	1	1	ENSMODG00000019150|ENSMODT00000024324	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	5.2	5.2	5.2	32.417	289	289	0	8.5868		By MS/MS				0	5.2	0	0	0	322940	0	322940	0	0	0	0	4375.4	0	0	0	0	1	0	0	0	1				257	1304	True	1386	3544	2342	2342		

ENSMODG00000019205|ENSMODT00000024403	ENSMODG00000019205|ENSMODT00000024403	1	1	1	ENSMODG00000019205|ENSMODT00000024403	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	3.5	3.5	3.5	55.181	491	491	0	21.079			By MS/MS			0	0	3.5	0	0	319680	0	0	319680	0	0	0	0	6989.8	0	0	0	0	1	0	0	1				258	839	True	889	2339	1560	1560		

ENSMODG00000019226|ENSMODT00000024428	ENSMODG00000019226|ENSMODT00000024428	1	1	1	ENSMODG00000019226|ENSMODT00000024428	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2.3	2.3	2.3	80.306	693	693	0.0071942	5.68		By MS/MS				0	2.3	0	0	0	247790	0	247790	0	0	0	0	3357.2	0	0	0	0	1	0	0	0	1				259	884	True	935	2449	1630	1630	135	1

ENSMODG00000019297|ENSMODT00000024512;ENSMODG00000016415|ENSMODT00000020868	ENSMODG00000019297|ENSMODT00000024512	3;1	3;1	3;1	ENSMODG00000019297|ENSMODT00000024512	2	3	3	3	0	2	2	3	1	0	2	2	3	1	0	2	2	3	1	23.4	23.4	23.4	17.671	154	154;156	0	18.186		By MS/MS	By MS/MS	By MS/MS	By matching	0	15.6	15.6	23.4	8.4	3171700	0	1684800	1056000	377250	53631	0	20066	25850	0	0	0	1	1	1	0	3				260	686;748;1403	True;True;True	735;797;1491	1911;2097;2098;2099;2100;3808;3809;3810	1283;1395;2507	1283;1395;2507		

ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	1;1	1;1	1;1	ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	2	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1.7	1.7	1.7	78.564	726	726;878	0	7.4183			By MS/MS		By matching	0	0	1.7	0	1.7	140810	0	0	109610	0	31194	0	0	0	0	6002.1	0	0	1	0	0	1				261	631	True	677	1757;1758	1174	1174		

ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	2;1;1	2;1;1	2;1;1	ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	3	2	2	2	0	2	2	0	0	0	2	2	0	0	0	2	2	0	0	28.8	28.8	28.8	14.313	118	118;118;118	0	41.331		By MS/MS	By MS/MS			0	28.8	28.8	0	0	2071500	0	829280	1242200	0	0	0	10510	27886	0	0	0	2	2	0	0	4				262	426;1093	True;True	461;1161	1214;1215;2971;2972	790;791;1972;1973	790;1972		

ENSMODG00000019379|ENSMODT00000024607	ENSMODG00000019379|ENSMODT00000024607	3	3	2	ENSMODG00000019379|ENSMODT00000024607	1	3	3	2	0	3	2	1	2	0	3	2	1	2	0	2	1	1	2	20.2	20.2	11.8	22.589	203	203	0	28.082		By MS/MS	By MS/MS	By matching	By matching	0	20.2	16.3	3.9	11.8	1945900	0	948810	331900	29568	635600	0	16297	26970	0	99140	0	3	1	0	0	4				263	55;468;1480	True;True;True	56;506;1572	141;142;143;1333;1334;1335;3996;3997	99;872;2637;2638	99;872;2638		

ENSMODG00000019600|ENSMODT00000024892	ENSMODG00000019600|ENSMODT00000024892	2	2	2	ENSMODG00000019600|ENSMODT00000024892	1	2	2	2	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	2.3	2.3	2.3	163.13	1456	1456	0	16.502		By MS/MS				0	2.3	0	0	0	356520	0	356520	0	0	0	0	4830.3	0	0	0	0	2	0	0	0	2				264	51;346	True;True	52;374	127;1021	90;661	90;661		

ENSMODG00000019689|ENSMODT00000024999	ENSMODG00000019689|ENSMODT00000024999	2	2	2	ENSMODG00000019689|ENSMODT00000024999	1	2	2	2	0	2	2	0	0	0	2	2	0	0	0	2	2	0	0	11.4	11.4	11.4	26.569	245	245	0	22.054		By MS/MS	By matching			0	11.4	11.4	0	0	656960	0	510020	146940	0	0	0	6894.5	3228.3	0	0	0	2	0	0	0	2				265	121;827	True;True	130;877	386;387;2321;2322	244;1546	244;1546		

ENSMODG00000019764|ENSMODT00000025103	ENSMODG00000019764|ENSMODT00000025103	1	1	1	ENSMODG00000019764|ENSMODT00000025103	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	2.6	2.6	2.6	72.451	657	657	0	9.3446		By matching	By matching	By MS/MS		0	2.6	2.6	2.6	0	229660	0	103270	58032	68366	0	0	0	0	4951.1	0	0	0	0	1	0	1				266	1200	True	1274	3273;3274;3275	2172	2172		

ENSMODG00000019803|ENSMODT00000025155;ENSMODG00000024570|ENSMODT00000036237	ENSMODG00000019803|ENSMODT00000025155;ENSMODG00000024570|ENSMODT00000036237	1;1	1;1	1;1	ENSMODG00000019803|ENSMODT00000025155;ENSMODG00000024570|ENSMODT00000036237	2	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	8.7	8.7	8.7	27.129	254	254;356	0	10.037		By matching	By MS/MS			0	8.7	8.7	0	0	360390	0	67227	293170	0	0	0	0	6410.2	0	0	0	0	1	0	0	1				267	1210	True	1284	3305;3306	2188	2188		

ENSMODG00000020404|ENSMODT00000025975	ENSMODG00000020404|ENSMODT00000025975	1	1	1	ENSMODG00000020404|ENSMODT00000025975	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0.6	0.6	0.6	183.83	1635	1635	0.0074627	5.7631			By MS/MS			0	0	0.6	0	0	242860	0	0	242860	0	0	0	0	5310.1	0	0	0	0	1	0	0	1				268	1214	True	1288	3312	2193	2193		

ENSMODG00000020410|ENSMODT00000025981	ENSMODG00000020410|ENSMODT00000025981	4	4	4	ENSMODG00000020410|ENSMODT00000025981	1	4	4	4	0	1	4	0	2	0	1	4	0	2	0	1	4	0	2	34.5	34.5	34.5	15.672	139	139	0	43.841		By matching	By MS/MS		By matching	0	7.9	34.5	0	18	6141100	0	206420	5601500	0	333240	0	0	106010	0	80583	0	0	4	0	0	4				269	204;360;392;698	True;True;True;True	224;388;423;747	610;1052;1053;1054;1124;1944;1945	406;680;732;1303	406;680;732;1303		

ENSMODG00000020464|ENSMODT00000026061	ENSMODG00000020464|ENSMODT00000026061	2	1	1	ENSMODG00000020464|ENSMODT00000026061	1	2	1	1	1	2	2	0	2	0	1	1	0	1	0	1	1	0	1	16.1	6.5	6.5	16.731	155	155	0	6.2629	By matching	By matching	By MS/MS		By matching	9.7	16.1	16.1	0	16.1	778990	0	349980	394260	0	34752	0	0	0	0	6686.6	0	0	1	0	0	1				270	466;1172	False;True	504;1246	1327;1328;1329;1330;3192;3193;3194	868;869;2121	868;2121		

ENSMODG00000020468|ENSMODT00000026067	ENSMODG00000020468|ENSMODT00000026067	6	6	6	ENSMODG00000020468|ENSMODT00000026067	1	6	6	6	1	6	6	1	2	1	6	6	1	2	1	6	6	1	2	25.5	25.5	25.5	37.748	353	353	0	97.2	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	7.9	25.5	25.5	7.9	7.9	16359000	16634	11011000	5100900	57651	173050	0	122200	53874	0	117940	0	6	3	0	2	11				271	77;236;795;801;1045;1226	True;True;True;True;True;True	80;257;845;851;1111;1301	206;207;208;209;210;704;705;706;707;2240;2241;2255;2256;2835;2836;2837;2838;2839;3335;3336;3337;3338	140;467;468;1492;1499;1894;1895;1896;2210;2211;2212	140;468;1492;1499;1896;2210		

ENSMODG00000020471|ENSMODT00000026070	ENSMODG00000020471|ENSMODT00000026070	7	7	7	ENSMODG00000020471|ENSMODT00000026070	1	7	7	7	1	7	6	1	2	1	7	6	1	2	1	7	6	1	2	9.7	9.7	9.7	104.71	935	935	0	60.814	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	1.1	9.7	8.6	1.1	2.7	6177500	8629.8	3410600	2505700	171530	80926	0	43978	31815	0	40775	0	7	2	1	0	10				272	797;876;934;1080;1146;1231;1308	True;True;True;True;True;True;True	847;927;996;1147;1220;1307;1390	2245;2246;2247;2438;2570;2571;2942;2943;3118;3119;3120;3121;3351;3352;3353;3551;3552;3553;3554	1494;1621;1716;1717;1951;2078;2219;2346;2347;2348	1494;1621;1717;1951;2078;2219;2348		

ENSMODG00000020702|ENSMODT00000026358	ENSMODG00000020702|ENSMODT00000026358	1	1	1	ENSMODG00000020702|ENSMODT00000026358	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2.2	2.2	2.2	68.445	604	604	0	6.2436			By MS/MS			0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1				273	563	True	602	1557	1036	1036		

ENSMODG00000020802|ENSMODT00000026483	ENSMODG00000020802|ENSMODT00000026483	6	6	6	ENSMODG00000020802|ENSMODT00000026483	1	6	6	6	2	5	4	3	3	2	5	4	3	3	2	5	4	3	3	11.4	11.4	11.4	77.673	666	666	0	68.952	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	4.1	8.6	7.4	6.2	6.2	2353300	142750	1297900	359900	323850	228940	74212	38024	35768	39118	48586	1	3	0	2	2	8				274	441;616;765;859;917;1258	True;True;True;True;True;True	476;659;814;910;974;975;1336	1254;1255;1706;1707;2142;2143;2386;2387;2388;2389;2529;2530;2531;2532;3413;3414;3415	814;1137;1423;1593;1688;1689;2263;2264;2265	814;1137;1423;1593;1689;2264	136	529

ENSMODG00000021143|ENSMODT00000006498	ENSMODG00000021143|ENSMODT00000006498	1	1	1	ENSMODG00000021143|ENSMODT00000006498	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1.1	1.1	1.1	144.64	1323	1323	0	6.3134		By MS/MS				0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1				275	766	True	815	2144	1424	1424	137	468

ENSMODG00000021197|ENSMODT00000026966	ENSMODG00000021197|ENSMODT00000026966	1	1	1	ENSMODG00000021197|ENSMODT00000026966	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1.9	1.9	1.9	72.406	624	624	0.0073529	5.7033				By MS/MS		0	0	0	1.9	0	345870	0	0	0	345870	0	0	0	0	25048	0	0	0	0	1	0	1				276	1144	True	1218	3115	2076	2076		

ENSMODG00000021224|ENSMODT00000027004	ENSMODG00000021224|ENSMODT00000027004	4	4	4	ENSMODG00000021224|ENSMODT00000027004	1	4	4	4	1	3	3	1	2	1	3	3	1	2	1	3	3	1	2	1.8	1.8	1.8	218.87	1981	1981	0	26.828	By matching	By MS/MS	By matching	By matching	By MS/MS	0.7	1.8	1.8	0.7	1.2	1069600	7619.6	713580	218520	36479	93357	0	9988.6	4457.4	0	0	0	3	0	0	1	4				277	569;1145;1190;1191	True;True;True;True	608;1219;1264;1265	1571;1572;1573;3116;3117;3253;3254;3255;3256;3257	1046;2077;2161;2162	1046;2077;2161;2162		

ENSMODG00000021464|ENSMODT00000027298;ENSMODG00000021463|ENSMODT00000033431	ENSMODG00000021464|ENSMODT00000027298	9;2	9;2	4;0	ENSMODG00000021464|ENSMODT00000027298	2	9	9	4	1	9	9	3	3	1	9	9	3	3	1	4	4	1	2	62.8	62.8	24.4	19.779	172	172;172	0	323.31	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	6.4	62.8	62.8	18	18.6	803490000	15082	624330000	178430000	587510	137280	0	8417800	3456600	11292	13757	0	19	12	1	1	33				278	144;221;284;340;424;507;699;829;932	True;True;True;True;True;True;True;True;True	153;154;241;242;308;309;367;368;458;546;748;879;994	450;451;452;453;454;455;456;457;458;459;658;659;660;661;662;663;664;665;835;836;837;838;839;840;1003;1004;1005;1006;1007;1205;1206;1207;1208;1209;1426;1427;1428;1429;1946;1947;1948;1949;2324;2325;2326;2327;2563;2564	288;289;290;291;292;293;294;437;438;439;440;441;442;548;549;550;551;552;648;649;650;784;785;786;939;940;1304;1305;1306;1548;1549;1711;1712	292;441;552;649;786;939;1306;1549;1711	36;37;38;39	25;40;57;130

ENSMODG00000021487|ENSMODT00000043667;ENSMODG00000021487|ENSMODT00000027328	ENSMODG00000021487|ENSMODT00000043667;ENSMODG00000021487|ENSMODT00000027328	1;1	1;1	1;1	ENSMODG00000021487|ENSMODT00000043667;ENSMODG00000021487|ENSMODT00000027328	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	11.2	11.2	11.2	12.898	116	116;119	0	9.37		By MS/MS				0	11.2	0	0	0	416470	0	416470	0	0	0	0	5642.5	0	0	0	0	1	0	0	0	1				279	969	True	1033	2650	1782	1782		

ENSMODG00000021539|ENSMODT00000027393	ENSMODG00000021539|ENSMODT00000027393	4	4	4	ENSMODG00000021539|ENSMODT00000027393	1	4	4	4	0	4	1	0	0	0	4	1	0	0	0	4	1	0	0	30.5	30.5	30.5	13.552	118	118	0	27.516		By MS/MS	By matching			0	30.5	8.5	0	0	9248600	0	8962400	286230	0	0	0	116480	0	0	0	0	4	0	0	0	4				280	447;958;959;1113	True;True;True;True	482;1021;1022;1181;1182	1273;2618;2619;3012;3013;3014	826;1753;1754;2003;2004	826;1753;1754;2004	138	11

ENSMODG00000023247|ENSMODT00000030700	ENSMODG00000023247|ENSMODT00000030700	1	1	1	ENSMODG00000023247|ENSMODT00000030700	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	9.8	9.8	9.8	18.877	163	163	0	6.4116	By MS/MS					9.8	0	0	0	0	60874	60874	0	0	0	0	60874	0	0	0	0	1	0	0	0	0	1				281	494	True	533	1403	923	923	139	162

ENSMODG00000023357|ENSMODT00000031200;ENSMODG00000023357|ENSMODT00000031203	ENSMODG00000023357|ENSMODT00000031200	3;1	3;1	3;1	ENSMODG00000023357|ENSMODT00000031200	2	3	3	3	1	3	3	1	1	1	3	3	1	1	1	3	3	1	1	2.4	2.4	2.4	235.55	2152	2152;527	0	48.758	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	0.8	2.4	2.4	0.9	0.8	1404800	26412	669230	473520	21786	213810	0	7801.1	11620	0	0	0	3	2	0	1	6				282	298;1054;1100	True;True;True	324;1121;1168	876;877;878;879;2866;2867;2991;2992;2993	574;575;576;1909;1989;1990	576;1909;1989		

ENSMODG00000023582|ENSMODT00000032119	ENSMODG00000023582|ENSMODT00000032119	21	8	8	ENSMODG00000023582|ENSMODT00000032119	1	21	8	8	14	10	9	17	16	7	3	3	7	5	7	3	3	7	5	50.5	28.8	28.8	18.358	184	184	0	65.708	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.5	40.2	37	47.3	50	334860000	2402100	240650000	53447000	31268000	7097000	565340	6557500	1488900	1299500	508270	3	6	3	14	3	29				283	13;79;80;81;538;539;540;541;542;670;671;672;789;1081;1119;1120;1121;1147;1148;1149;1185	True;False;False;False;False;False;False;False;False;True;False;False;True;True;True;True;True;False;False;False;True	13;82;83;84;577;578;579;580;581;718;719;720;839;1148;1189;1190;1191;1192;1221;1222;1223;1259	32;33;34;35;36;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;1502;1503;1504;1505;1506;1507;1508;1509;1510;1511;1512;1513;1514;1515;1516;1517;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;2224;2225;2226;2227;2944;2945;2946;3040;3041;3042;3043;3044;3045;3046;3047;3048;3049;3050;3051;3052;3122;3123;3124;3125;3126;3127;3128;3129;3130;3131;3132;3133;3134;3135;3240	22;23;24;25;26;27;28;142;143;144;145;146;147;148;149;150;992;993;994;995;996;997;998;999;1000;1001;1002;1003;1245;1246;1247;1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1482;1483;1484;1952;1953;1954;2026;2027;2028;2029;2030;2031;2032;2033;2079;2080;2081;2082;2083;2084;2153	23;144;148;150;995;996;998;1002;1003;1250;1254;1256;1482;1953;2029;2031;2032;2080;2082;2084;2153		

ENSMODG00000023693|ENSMODT00000011000	ENSMODG00000023693|ENSMODT00000011000	10	7	7	ENSMODG00000023693|ENSMODT00000011000	1	10	7	7	0	8	9	4	4	0	5	6	2	2	0	5	6	2	2	36.2	28.5	28.5	26.846	235	235	0	49.677		By MS/MS	By MS/MS	By matching	By MS/MS	0	31.1	34	16.6	20.9	19730000	0	4039200	15333000	121760	235660	0	50225	339770	0	0	0	3	5	0	1	9				284	54;173;188;486;960;962;1103;1353;1429;1430	False;True;True;False;False;True;True;True;True;True	55;183;204;525;1023;1025;1171;1438;1518;1519	136;137;138;139;140;521;522;563;564;1388;1389;1390;2620;2621;2622;2623;2624;2625;2626;2632;2633;2997;3674;3675;3676;3677;3886;3887;3888;3889	96;97;98;341;375;376;914;1755;1756;1757;1758;1759;1760;1761;1764;1765;1993;2429;2558;2559	97;341;375;914;1755;1765;1993;2429;2558;2559		

ENSMODG00000023710|ENSMODT00000032842	ENSMODG00000023710|ENSMODT00000032842	1	1	1	ENSMODG00000023710|ENSMODT00000032842	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	27	27	27	10.115	89	89	0	14.512		By MS/MS	By MS/MS			0	27	27	0	0	13141000	0	11731000	1409600	0	0	0	161710	28055	0	0	0	2	1	0	0	3				285	216	True	236	645;646;647;648	428;429;430	429		

ENSMODG00000024046|ENSMODT00000034297;ENSMODG00000024041|ENSMODT00000034283;ENSMODG00000017741|ENSMODT00000034721	ENSMODG00000024046|ENSMODT00000034297;ENSMODG00000024041|ENSMODT00000034283;ENSMODG00000017741|ENSMODT00000034721	4;4;2	4;4;2	4;4;2	ENSMODG00000024046|ENSMODT00000034297;ENSMODG00000024041|ENSMODT00000034283;ENSMODG00000017741|ENSMODT00000034721	3	4	4	4	0	4	0	0	0	0	4	0	0	0	0	4	0	0	0	6.7	6.7	6.7	51.434	435	435;435;430	0	41.807		By MS/MS				0	6.7	0	0	0	2416700	0	2416700	0	0	0	0	32743	0	0	0	0	3	0	0	0	3				286	433;434;449;632	True;True;True;True	468;469;484;678	1235;1236;1278;1759	802;803;831;1175	802;803;831;1175		

ENSMODG00000024530|ENSMODT00000036064;ENSMODG00000024530|ENSMODT00000036066	ENSMODG00000024530|ENSMODT00000036064;ENSMODG00000024530|ENSMODT00000036066	4;4	4;4	4;4	ENSMODG00000024530|ENSMODT00000036064;ENSMODG00000024530|ENSMODT00000036066	2	4	4	4	0	3	4	1	1	0	3	4	1	1	0	3	4	1	1	34.7	34.7	34.7	22.782	199	199;212	0	68.497		By MS/MS	By MS/MS	By MS/MS	By matching	0	27.6	34.7	7.5	7.5	6071500	0	3407500	2517400	71403	75149	0	49519	50655	0	0	0	1	4	1	0	6				287	50;96;384;924	True;True;True;True	51;100;412;983;984	126;273;274;1100;1101;2542;2543;2544;2545;2546;2547	89;178;713;714;1698;1699	89;178;713;1699	140	39

ENSMODG00000024628|ENSMODT00000036518	ENSMODG00000024628|ENSMODT00000036518	2	2	1	ENSMODG00000024628|ENSMODT00000036518	1	2	2	1	1	2	2	1	1	1	2	2	1	1	0	1	1	1	0	14.5	14.5	6.7	20.898	193	193	0	17.231	By matching	By MS/MS	By MS/MS	By matching	By matching	7.8	14.5	14.5	6.7	7.8	2366300	8473.9	1043500	1237800	46898	29636	0	14905	26297	0	0	0	2	3	0	0	5				288	466;1330	True;True	504;1414	1327;1328;1329;1330;3609;3610;3611;3612;3613	868;869;2381;2382;2383	868;2383		

