Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 2	Peptides Scram	Peptides 4	Peptides 5	Peptides 6	Peptides 7	Peptides A1	Peptides A2	Peptides ALL	Peptides combine	Peptides N1	Peptides N2	Peptides none	Peptides O3	Razor + unique peptides 2	Razor + unique peptides Scram	Razor + unique peptides 4	Razor + unique peptides 5	Razor + unique peptides 6	Razor + unique peptides 7	Razor + unique peptides A1	Razor + unique peptides A2	Razor + unique peptides ALL	Razor + unique peptides combine	Razor + unique peptides N1	Razor + unique peptides N2	Razor + unique peptides none	Razor + unique peptides O3	Unique peptides 2	Unique peptides Scram	Unique peptides 4	Unique peptides 5	Unique peptides 6	Unique peptides 7	Unique peptides A1	Unique peptides A2	Unique peptides ALL	Unique peptides combine	Unique peptides N1	Unique peptides N2	Unique peptides none	Unique peptides O3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 2	Identification type Scram	Identification type 4	Identification type 5	Identification type 6	Identification type 7	Identification type A1	Identification type A2	Identification type ALL	Identification type combine	Identification type N1	Identification type N2	Identification type none	Identification type O3	Sequence coverage 2 [%]	Sequence coverage Scram [%]	Sequence coverage 4 [%]	Sequence coverage 5 [%]	Sequence coverage 6 [%]	Sequence coverage 7 [%]	Sequence coverage A1 [%]	Sequence coverage A2 [%]	Sequence coverage ALL [%]	Sequence coverage combine [%]	Sequence coverage N1 [%]	Sequence coverage N2 [%]	Sequence coverage none [%]	Sequence coverage O3 [%]	Intensity	Intensity 2	Intensity Scram	Intensity 4	Intensity 5	Intensity 6	Intensity 7	Intensity A1	Intensity A2	Intensity ALL	Intensity combine	Intensity N1	Intensity N2	Intensity none	Intensity O3	LFQ intensity 2	LFQ intensity Scram	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity A1	LFQ intensity A2	LFQ intensity ALL	LFQ intensity combine	LFQ intensity N1	LFQ intensity N2	LFQ intensity none	LFQ intensity O3	MS/MS count 2	MS/MS count Scram	MS/MS count 4	MS/MS count 5	MS/MS count 6	MS/MS count 7	MS/MS count A1	MS/MS count A2	MS/MS count ALL	MS/MS count combine	MS/MS count N1	MS/MS count N2	MS/MS count none	MS/MS count O3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
ENSMODG00000020334|ENSMODT00000035041	ENSMODG00000020334|ENSMODT00000035041	9	9	9	ENSMODG00000020334|ENSMODT00000035041	1	9	9	9	3	3	3	3	1	5	8	9	4	0	9	8	3	9	3	3	3	3	1	5	8	9	4	0	9	8	3	9	3	3	3	3	1	5	8	9	4	0	9	8	3	9	28.7	28.7	28.7	39.267	352	352	0	46.173	By MS/MS	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By matching	By MS/MS	10.8	10.5	16.2	15.6	2.6	18.8	25.9	28.7	18.8	0	28.7	27.8	10.8	28.7	12123000	228070	182790	86066	176310	10675	226360	1421900	2704800	261470	0	3133700	1498000	40270	2152600	281770	113800	179640	121480	0	277490	424460	638770	187820	0	1701700	1096400	91371	1710000	1	1	0	0	0	1	1	6	0	0	7	3	0	5	25				413	749;750;1050;1282;1482;1798;2045;2215;2362	True;True;True;True;True;True;True;True;True	810;811;1119;1359;1563;1902;2163;2347;2500	7937;7938;7939;7940;7941;7942;7943;7944;7945;11033;11034;11035;11036;13501;13502;13503;13504;13505;13506;13507;13508;13509;13510;13511;13512;15786;15787;15788;15789;15790;15791;15792;19304;19305;19306;19307;19308;19309;19310;19311;19312;19313;19314;21973;21974;21975;21976;21977;21978;21979;21980;21981;21982;21983;21984;21985;21986;21987;21988;21989;21990;23739;23740;23741;23742;23743;25136;25137;25138;25139;25140;25141;25142;25143;25144	3600;3601;4959;4960;4961;6110;6111;6112;6113;6114;7043;7044;7045;8556;9692;9693;9694;9695;9696;9697;9698;9699;9700;10475;11041	3600;3601;4960;6112;7045;8556;9697;10475;11041		

ENSMODG00000020338|ENSMODT00000025891	ENSMODG00000020338|ENSMODT00000025891	15	15	15	ENSMODG00000020338|ENSMODT00000025891	1	15	15	15	14	0	15	14	9	12	0	0	14	0	0	0	13	0	14	0	15	14	9	12	0	0	14	0	0	0	13	0	14	0	15	14	9	12	0	0	14	0	0	0	13	0	60.7	60.7	60.7	55.134	504	504	0	58.218	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS				By MS/MS		53.6	0	60.7	55.8	38.7	46.6	0	0	55.8	0	0	0	48.6	0	22179000	2600900	0	4659200	5046000	1574400	1140100	0	0	3415800	0	0	0	3743100	0	3087900	0	4177800	4056100	6182400	2170100	0	0	2829000	0	0	0	7317500	0	7	0	11	15	5	3	0	0	11	0	0	0	17	0	69				414	101;144;710;1270;1429;1915;1994;2003;2186;2235;2373;2387;2614;2627;2708	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	108;153;767;1347;1510;2028;2109;2118;2317;2367;2512;2526;2764;2778;2862	1005;1006;1007;1008;1388;1389;1390;1391;1392;1393;1394;1395;1396;1397;1398;7581;7582;7583;7584;7585;7586;7587;13385;13386;13387;13388;13389;13390;13391;13392;15242;15243;15244;15245;15246;15247;15248;15249;15250;15251;15252;15253;15254;15255;15256;15257;15258;15259;20518;20519;20520;20521;20522;20523;20524;20525;21410;21411;21412;21413;21414;21415;21416;21417;21418;21419;21420;21421;21422;21423;21424;21425;21509;21510;21511;23488;23489;23490;23491;23492;23493;23494;23495;23913;23914;23915;23916;23917;23918;23919;25228;25229;25230;25231;25232;25233;25234;25395;25396;25397;25398;25399;25400;25401;27730;27731;27732;27733;27734;27735;27736;27900;27901;27902;27903;27904;27905;27906;28656;28657;28658;28659;28660;28661;28662;28663;28664;28665;28666;28667;28668;28669	479;669;670;671;672;673;674;675;676;3438;6061;6062;6063;6064;6065;6066;6067;6776;6777;6778;6779;6780;6781;6782;9087;9088;9089;9090;9449;9450;9451;9452;9453;9454;9455;9456;9485;10358;10359;10360;10361;10362;10363;10364;10527;11079;11080;11081;11082;11083;11084;11166;11167;11168;11169;11170;12211;12212;12213;12214;12215;12216;12309;12606;12607;12608;12609;12610;12611	479;675;3438;6062;6778;9089;9450;9485;10358;10527;11079;11166;12213;12309;12609		

ENSMODG00000020410|ENSMODT00000025981	ENSMODG00000020410|ENSMODT00000025981	4	4	4	ENSMODG00000020410|ENSMODT00000025981	1	4	4	4	3	4	3	3	2	3	4	4	3	0	0	0	1	4	3	4	3	3	2	3	4	4	3	0	0	0	1	4	3	4	3	3	2	3	4	4	3	0	0	0	1	4	24.5	24.5	24.5	15.672	139	139	0	9.6957	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS				By matching	By MS/MS	23.7	24.5	23.7	23.7	15.8	23.7	24.5	24.5	23.7	0	0	0	7.9	24.5	19622000	87482	6453400	202210	104140	53113	723970	6757700	2319600	154000	0	0	0	6786.7	2759400	215920	4085600	301550	142540	281050	1561800	1799200	517200	305550	0	0	0	0	1566200	1	2	0	2	0	3	0	1	1	0	0	0	0	2	12				415	311;621;907;1328	True;True;True;True	336;667;975;1406	3419;3420;3421;3422;3423;3424;3425;3426;3427;3428;3429;3430;3431;3432;3433;3434;6598;6599;6600;6601;6602;6603;6604;6605;6606;6607;9646;9647;9648;9649;9650;9651;9652;9653;9654;9655;14029;14030;14031;14032	1623;1624;1625;1626;1627;2970;2971;2972;4353;4354;4355;6321	1624;2971;4354;6321		

ENSMODG00000020451|ENSMODT00000026040	ENSMODG00000020451|ENSMODT00000026040	4	4	4	ENSMODG00000020451|ENSMODT00000026040	1	4	4	4	3	0	4	4	2	3	0	0	4	0	0	0	3	0	3	0	4	4	2	3	0	0	4	0	0	0	3	0	3	0	4	4	2	3	0	0	4	0	0	0	3	0	11.7	11.7	11.7	43.919	383	383	0	5.1885	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By matching			By MS/MS				By matching		9.4	0	11.7	11.7	6	9.4	0	0	11.7	0	0	0	9.1	0	1032000	149770	0	200590	166580	156880	92821	0	0	210370	0	0	0	55008	0	127290	0	86984	99991	800700	165530	0	0	87641	0	0	0	73614	0	1	0	1	3	2	0	0	0	1	0	0	0	0	0	8				416	924;1189;1505;2315	True;True;True;True	992;1263;1587;2450	9817;9818;9819;9820;9821;9822;9823;12524;12525;12526;12527;12528;12529;12530;16074;16075;16076;16077;16078;24713;24714;24715;24716;24717	4407;4408;4409;4410;4411;5664;7183;10886	4410;5664;7183;10886		

ENSMODG00000020464|ENSMODT00000026061	ENSMODG00000020464|ENSMODT00000026061	6	6	2	ENSMODG00000020464|ENSMODT00000026061	1	6	6	2	1	5	4	4	0	3	5	5	4	0	6	5	0	6	1	5	4	4	0	3	5	5	4	0	6	5	0	6	0	1	0	1	0	1	2	2	1	0	2	1	0	2	56.8	56.8	17.4	16.731	155	155	0	42.073	By matching	By MS/MS	By matching	By matching		By matching	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS		By MS/MS	9.7	45.8	39.4	39.4	0	25.8	47.1	47.1	39.4	0	56.8	50.3	0	56.8	11532000	15102	1522000	159510	103070	0	44298	1697000	3671100	107490	0	1491400	726280	0	1994400	0	805320	132540	70686	0	79043	568240	1073600	74699	0	801810	1065000	0	771800	0	2	0	0	0	0	1	4	0	0	2	2	0	4	15				417	250;860;1024;1512;1808;2181	True;True;True;True;True;True	268;925;1092;1093;1595;1912;2312	2733;2734;2735;2736;2737;2738;2739;9110;9111;9112;9113;9114;9115;9116;9117;9118;10810;10811;10812;10813;10814;10815;10816;10817;10818;10819;10820;10821;10822;10823;10824;16180;16181;16182;16183;16184;16185;16186;16187;16188;19420;19421;19422;19423;19424;23402;23403;23404;23405;23406;23407;23408;23409	1337;4129;4130;4131;4874;4875;4876;4877;4878;4879;7243;8607;8608;8609;10315;10316	1337;4129;4875;7243;8608;10315	125	44

ENSMODG00000020468|ENSMODT00000026067	ENSMODG00000020468|ENSMODT00000026067	7	7	7	ENSMODG00000020468|ENSMODT00000026067	1	7	7	7	4	0	3	3	1	1	5	7	3	0	5	7	2	6	4	0	3	3	1	1	5	7	3	0	5	7	2	6	4	0	3	3	1	1	5	7	3	0	5	7	2	6	32.6	32.6	32.6	37.748	353	353	0	21.069	By matching		By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By matching	By MS/MS	18.1	0	15	10.8	3.1	4.5	24.6	32.6	15	0	24.9	32.6	7.6	29.7	10316000	131590	0	100540	93764	16700	42722	2156300	4047900	90869	0	1359800	1347200	53743	875080	230440	0	236910	163780	0	0	1343000	887700	207640	0	658440	625800	0	455240	0	0	0	1	0	0	2	4	0	0	4	1	0	1	13				418	301;371;1339;1536;1549;1965;2258	True;True;True;True;True;True;True	325;400;1417;1619;1632;2079;2392	3262;3263;3264;3265;3266;3267;3268;3269;3270;3271;3272;4103;4104;4105;4106;14130;14131;14132;14133;14134;14135;16400;16401;16402;16403;16404;16405;16406;16407;16408;16409;16526;16527;16528;16529;21068;21069;21070;21071;21072;21073;21074;21075;24148;24149;24150;24151;24152	1557;1930;1931;6360;7331;7379;9301;9302;9303;9304;10630;10631;10632	1557;1930;6360;7331;7379;9302;10630		

ENSMODG00000020471|ENSMODT00000026070	ENSMODG00000020471|ENSMODT00000026070	2	2	2	ENSMODG00000020471|ENSMODT00000026070	1	2	2	2	2	0	2	1	0	0	1	1	2	0	2	2	1	1	2	0	2	1	0	0	1	1	2	0	2	2	1	1	2	0	2	1	0	0	1	1	2	0	2	2	1	1	3.3	3.3	3.3	104.71	935	935	0	6.0135	By MS/MS		By MS/MS	By MS/MS			By MS/MS	By MS/MS	By matching		By MS/MS	By MS/MS	By matching	By matching	3.3	0	3.3	2.2	0	0	2.2	2.2	3.3	0	3.3	3.3	2.2	2.2	5439100	106640	0	388620	161970	0	0	1844000	632510	188850	0	1218800	592810	123310	181500	140200	0	293480	0	0	0	0	0	190660	0	533000	466640	0	0	1	0	1	1	0	0	1	1	0	0	1	2	0	0	8				419	1542;1763	True;True	1625;1867	16447;16448;16449;16450;16451;18942;18943;18944;18945;18946;18947;18948;18949;18950;18951;18952	7350;7351;8387;8388;8389;8390;8391;8392	7351;8390		

ENSMODG00000020484|ENSMODT00000038492	ENSMODG00000020484|ENSMODT00000038492	2	2	2	ENSMODG00000020484|ENSMODT00000038492	1	2	2	2	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	14.4	14.4	14.4	23.812	201	201	0	3.73	By MS/MS		By matching	By matching		By matching	By MS/MS	By MS/MS	By matching		By matching	By matching		By MS/MS	6	0	8.5	8.5	0	8.5	8.5	8.5	8.5	0	8.5	8.5	0	8.5	493440	0	0	22230	12558	0	12143	69538	156410	10305	0	80542	38591	0	91124	0	0	0	0	0	0	0	0	0	0	0	0	0	70507	1	0	0	0	0	0	1	1	0	0	0	0	0	1	4				420	1071;1161	True;True	1140;1233	11340;12237;12238;12239;12240;12241;12242;12243;12244;12245	5126;5537;5538;5539	5126;5538		

ENSMODG00000020511|ENSMODT00000028890	ENSMODG00000020511|ENSMODT00000028890	2	2	2	ENSMODG00000020511|ENSMODT00000028890	1	2	2	2	2	0	1	2	1	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	2	0	1	2	1	0	0	0	1	0	0	0	0	0	4.2	4.2	4.2	97.69	909	909	0	7.4492	By MS/MS		By matching	By matching	By matching				By matching						4.2	0	2.1	4.2	2.1	0	0	0	2.1	0	0	0	0	0	457890	334070	0	29209	34903	32763	0	0	0	26949	0	0	0	0	0	333250	0	0	27186	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2				421	729;2375	True;True	787;2514	7787;7788;7789;7790;7791;25248;25249	3530;11093	3530;11093		

ENSMODG00000020654|ENSMODT00000026306	ENSMODG00000020654|ENSMODT00000026306	7	7	6	ENSMODG00000020654|ENSMODT00000026306	1	7	7	6	3	2	6	6	1	4	0	0	6	0	0	0	1	0	3	2	6	6	1	4	0	0	6	0	0	0	1	0	3	2	6	6	1	4	0	0	6	0	0	0	1	0	22.9	22.9	21.4	58.184	528	528	0	14.212	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching			By MS/MS				By matching		13.6	5.3	21.4	21.4	5.5	12.3	0	0	21.4	0	0	0	3.6	0	2008100	231240	69596	489170	388190	75604	158370	0	0	586300	0	0	0	9650.8	0	282940	179110	337160	212770	0	220060	0	0	383380	0	0	0	0	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	8				422	73;156;1001;1637;1713;1739;2324	True;True;True;True;True;True;True	80;167;1069;1721;1810;2459	736;737;738;739;740;1638;1639;1640;1641;10599;10600;10601;10602;10603;17538;17539;17540;17541;17542;18459;18460;18461;18462;18463;24778;24779;24780;24781;24782	357;358;818;4770;7802;7803;8177;10909;10910	357;818;4770;7803;8177;10909		

ENSMODG00000020802|ENSMODT00000026483	ENSMODG00000020802|ENSMODT00000026483	20	20	20	ENSMODG00000020802|ENSMODT00000026483	1	20	20	20	16	3	16	17	4	13	15	19	17	0	15	15	11	16	16	3	16	17	4	13	15	19	17	0	15	15	11	16	16	3	16	17	4	13	15	19	17	0	15	15	11	16	34.2	34.2	34.2	77.673	666	666	0	169.75	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By matching	By MS/MS	27.9	4.5	29.7	30.9	6.9	21.6	25.1	33.2	30.9	0	23.1	28.1	16.7	30.9	38723000	2039500	92748	1308200	1270700	134530	374050	7469800	11535000	1242500	0	5785600	3252100	358160	3860000	1787000	341660	933290	760860	659170	465840	2860800	3054800	700310	0	2978000	3288900	533390	2899200	7	0	4	5	1	0	3	12	5	0	5	9	0	9	60				423	68;246;365;465;478;760;790;804;1142;1163;1164;1352;1476;1484;1634;1734;1882;1917;1918;2009	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	75;264;394;500;514;822;852;866;1213;1235;1236;1430;1557;1565;1566;1718;1835;1836;1993;2030;2031;2126	682;683;684;685;686;687;688;689;690;691;692;2688;2689;2690;2691;2692;2693;2694;2695;2696;2697;2698;4046;5058;5059;5060;5061;5062;5063;5064;5065;5066;5067;5068;5224;5225;5226;5227;5228;5229;5230;5231;8066;8067;8068;8069;8070;8071;8072;8073;8074;8075;8076;8077;8340;8341;8342;8343;8344;8345;8346;8347;8348;8462;8463;8464;8465;8466;8467;8468;12025;12026;12027;12028;12029;12030;12031;12032;12033;12034;12035;12248;12249;12250;12251;12252;12253;12254;12255;12256;12257;12258;12259;12260;12261;12262;12263;12264;12265;12266;12267;12268;12269;12270;12271;14294;14295;14296;15726;15727;15728;15729;15730;15731;15732;15733;15734;15735;15736;15737;15799;15800;15801;15802;15803;15804;15805;15806;15807;15808;15809;15810;15811;15812;15813;15814;15815;17518;17519;17520;17521;17522;17523;17524;17525;17526;17527;18658;18659;18660;18661;18662;18663;18664;18665;18666;18667;18668;18669;18670;18671;18672;18673;18674;18675;18676;18677;18678;18679;20146;20147;20148;20149;20150;20151;20152;20153;20154;20155;20156;20157;20540;20541;20542;20543;20544;20545;20546;20547;20548;20549;21563;21564;21565;21566;21567;21568;21569;21570;21571	329;330;331;1313;1314;1315;1316;1904;2328;2329;2415;2416;2417;2418;3664;3665;3666;3784;3785;3786;3787;3840;3841;5448;5541;5542;5543;5544;5545;5546;6428;7021;7022;7023;7024;7025;7026;7048;7049;7050;7051;7798;7799;8262;8263;8264;8265;8266;8267;8268;8269;8270;8928;8929;8930;9092;9093;9094;9519;9520	330;1313;1904;2329;2417;3665;3787;3840;5448;5541;5545;6428;7025;7048;7798;8265;8930;9092;9093;9520	126;127;128	365;404;529

ENSMODG00000020804|ENSMODT00000026487	ENSMODG00000020804|ENSMODT00000026487	9	9	8	ENSMODG00000020804|ENSMODT00000026487	1	9	9	8	9	0	1	7	0	0	0	2	5	0	0	0	1	4	9	0	1	7	0	0	0	2	5	0	0	0	1	4	8	0	1	6	0	0	0	2	4	0	0	0	1	3	20.3	20.3	18.8	65.373	617	617	0	36.076	By MS/MS		By matching	By matching				By matching	By matching				By matching	By matching	20.3	0	1.1	14.1	0	0	0	3.2	8.8	0	0	0	1.1	7.6	3215100	2652200	0	22896	215790	0	0	0	51378	104150	0	0	0	43139	125580	2653400	0	0	123470	0	0	0	19908	96209	0	0	0	0	112570	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10				424	273;679;968;1112;1162;1227;2064;2097;2328	True;True;True;True;True;True;True;True;True	293;730;1036;1182;1234;1301;2184;2220;2464	2989;2990;7292;7293;7294;7295;10262;10263;11713;11714;11715;11716;12246;12247;12934;12935;12936;12937;12938;22234;22539;22540;22541;22542;24819;24820;24821;24822;24823;24824;24825	1443;3302;4634;4635;5312;5540;5861;9813;9918;10922	1443;3302;4635;5312;5540;5861;9813;9918;10922		

ENSMODG00000020901|ENSMODT00000026598	ENSMODG00000020901|ENSMODT00000026598	3	3	3	ENSMODG00000020901|ENSMODT00000026598	1	3	3	3	1	0	2	2	1	2	1	1	2	0	2	1	2	2	1	0	2	2	1	2	1	1	2	0	2	1	2	2	1	0	2	2	1	2	1	1	2	0	2	1	2	2	12.4	12.4	12.4	34.919	307	307	0	2.8591	By matching		By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS		By matching	By matching	By matching	By MS/MS	5.2	0	9.1	9.1	5.2	9.1	3.9	3.9	9.1	0	9.1	3.9	9.1	7.2	2374000	83291	0	207970	150420	23664	137200	119190	727240	225120	0	160360	52577	46032	440940	0	0	208610	109550	0	134690	0	0	207540	0	84397	0	82192	0	0	0	2	0	0	1	0	1	2	0	0	0	0	1	7				425	1450;1620;1668	True;True;True	1531;1704;1752	15440;15441;15442;15443;15444;15445;15446;15447;17392;17867;17868;17869;17870;17871;17872;17873;17874;17875;17876;17877	6864;6865;7744;7923;7924;7925;7926	6865;7744;7926		

ENSMODG00000023941|ENSMODT00000033872;ENSMODG00000020972|ENSMODT00000026697;ENSMODG00000024816|ENSMODT00000023388;ENSMODG00000023351|ENSMODT00000031157;ENSMODG00000024477|ENSMODT00000035877	ENSMODG00000023941|ENSMODT00000033872;ENSMODG00000020972|ENSMODT00000026697;ENSMODG00000024816|ENSMODT00000023388;ENSMODG00000023351|ENSMODT00000031157;ENSMODG00000024477|ENSMODT00000035877	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	ENSMODG00000023941|ENSMODT00000033872;ENSMODG00000020972|ENSMODT00000026697;ENSMODG00000024816|ENSMODT00000023388;ENSMODG00000023351|ENSMODT00000031157;ENSMODG00000024477|ENSMODT00000035877	5	2	2	2	0	0	0	1	0	1	0	2	1	0	2	2	0	2	0	0	0	1	0	1	0	2	1	0	2	2	0	2	0	0	0	1	0	1	0	2	1	0	2	2	0	2	25.5	25.5	25.5	11.063	102	102;102;102;102;102	0	10.489				By matching		By matching		By MS/MS	By matching		By MS/MS	By MS/MS		By MS/MS	0	0	0	12.7	0	12.7	0	25.5	12.7	0	25.5	25.5	0	25.5	1626400	0	0	0	42180	0	20418	0	280510	27364	0	451330	482140	0	322500	0	0	0	0	0	0	0	60080	0	0	157900	440430	0	252650	0	0	0	0	0	0	0	1	0	0	1	2	0	2	6				426	1782;2608	True;True	1886;2758	19173;19174;19175;19176;27672;27673;27674;27675;27676;27677;27678	8488;8489;12180;12181;12182;12183	8488;12180		

ENSMODG00000021036|ENSMODT00000026773	ENSMODG00000021036|ENSMODT00000026773	2	2	2	ENSMODG00000021036|ENSMODT00000026773	1	2	2	2	1	0	2	1	1	1	0	1	2	0	1	1	0	0	1	0	2	1	1	1	0	1	2	0	1	1	0	0	1	0	2	1	1	1	0	1	2	0	1	1	0	0	3.6	3.6	3.6	74.821	668	668	0	3.0901	By matching		By MS/MS	By matching	By MS/MS	By matching		By matching	By matching		By matching	By matching			1.9	0	3.6	1.9	1.9	1.6	0	1.6	3.6	0	1.6	1.6	0	0	413270	150310	0	37324	14888	55762	7070.5	0	28637	44512	0	52640	22132	0	0	0	0	0	0	0	0	0	0	34391	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1				427	595;2152	True;True	641;2283	6414;6415;6416;6417;6418;6419;23141;23142;23143;23144;23145	2909;10202	2909;10202		

ENSMODG00000021224|ENSMODT00000027004	ENSMODG00000021224|ENSMODT00000027004	2	2	2	ENSMODG00000021224|ENSMODT00000027004	1	2	2	2	0	2	0	0	0	0	2	2	0	0	2	2	0	2	0	2	0	0	0	0	2	2	0	0	2	2	0	2	0	2	0	0	0	0	2	2	0	0	2	2	0	2	1.4	1.4	1.4	218.87	1981	1981	0	2.235		By MS/MS					By MS/MS	By MS/MS			By MS/MS	By matching		By matching	0	1.4	0	0	0	0	1.4	1.4	0	0	1.4	1.4	0	1.4	730170	0	160760	0	0	0	0	113800	184950	0	0	144690	77443	0	48533	0	79050	0	0	0	0	49881	44544	0	0	72662	56854	0	45438	0	1	0	0	0	0	1	1	0	0	2	0	0	0	5				428	1852;2208	True;True	1960;2340	19872;19873;19874;19875;19876;19877;23674;23675;23676;23677;23678;23679	8815;8816;10457;10458;10459	8816;10457		

ENSMODG00000021294|ENSMODT00000027096	ENSMODG00000021294|ENSMODT00000027096	1	1	1	ENSMODG00000021294|ENSMODT00000027096	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.3	2.3	2.3	74.512	662	662	0	4.7478								By MS/MS							0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	118980	0	0	0	0	0	0	0	118980	0	0	0	0	0	0	0	0	0	0	0	0	0	29375	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				429	223	True	241	2397	1180	1180		

